parent_asin,date_first_available,title,description,filename,main_category,categories,store,average_rating,rating_number,price
B0BPM4842K,2023-01-04,"96 Plain White Sticky Labels - Self-Adhesive Address Labels Stickers, 95x45mm, Blank Postage Stickers, Perfect for Postage, Large Size, Matt Surface",Plain White Labels,meta_Office_Products,Office Products,"['Office Products', 'Office & School Supplies', 'Labels, Indexes & Stamps', 'Labels & Stickers', 'Address Labels']",annex,4.7,250.0,
B0BS3TL26P,2023-01-11,"Magic Degreaser Cleaner Spray,Magic Degreaser Cleaner Spray for Pots and Pans,Degreaser Cleaner Heavy Duty Kitchen,1/2 Pcs Magic Degreaser Cleaning Spray (1 pc)","Magic Degreaser Cleaner Spray,Magic Degreaser Cleaner Spray for Pots and Pans,Degreaser Cleaner Heavy Duty Kitchen,1/2 Pcs Magic Degreaser Cleaning Spray  Specifications: Name:Magic Degreaser Cleaner Spray Net Content: 30ml Shelf Life: Three Years Storage: cool and dry place  How to use： 1. Dilute with water 2. After shaking, spray on the oil, wait 1-3 minutes, clean with a brush or sponge  Package Included: 1/2/3 pcs x Magic Degreaser Cleaner Spray  Tips: 1.Due to manual measurement, please allow an error of 1-2cm. 2.Due to the different display and different light, the picture may not show the actual color of the item. Thanks for your understanding.",meta_Health_and_Household,Health & Personal Care,"['Health & Household', 'Household Supplies', 'Household Cleaning', 'All-Purpose Cleaners']",Camic,1.0,1.0,8.99
B0798SWFNT,2023-06-23,"Black & White Checkered Web Belt, Multi, One Size",Black and white checkered everything! Add this web belt to your checkered collection and be totally in fashun. It has matte black hardware to look even cooler.,meta_Clothing_Shoes_and_Jewelry,AMAZON FASHION,"['Clothing, Shoes & Jewelry', 'Women', 'Accessories', 'Belts']",Hot Topic,3.6,8.0,
B088LG1YJV,2023-06-02,Men's Jurassic World Raptor Trainer Silhouette T-Shirt,"Raptor trainers are the coolest, just check out their clothes like the Jurassic World Raptor Trainer Silhouette Men's T-Shirt. Dress as stylish as Owen Grady with this cool dinosaur tee that reads ""Raptor Trainer"" in bold print across the front.",meta_Clothing_Shoes_and_Jewelry,AMAZON FASHION,"['Clothing, Shoes & Jewelry', 'Novelty & More', 'Clothing', 'Novelty', 'Men', 'Shirts', 'T-Shirts']",Fifth Sun,4.2,11.0,
B0BTK6P8H1,2023-03-09,OtterBox DEFENDER SERIES Case for iPhone 14 Pro Max - Black,"OtterBox Defender Series Screenless Edition Case for iPhone 14 Pro Max (Only) - Holster Clip Included - Non-Retail Packaging
Legendary durable iPhone 14 Pro Max case, Defender Series, with a multi-layer construction guards your device from serious drops, dirt, scrapes and bumps. Wireless ready, it works with both Qi charging and MagSafe (no magnets in case). Plus, the included holster does double duty as a belt clip or hands-free kickstand.
FEATURES:
Updated slimmer design, same rugged protection and drop performance
Multi-layer defense with a solid inner shell and resilient outer slipcover
Port covers prevent dirt, dust and lint from clogging jacks and ports
Screenless design provides flawless touch response
Holster works as a belt clip and a hands-free kickstand
Raised edges protect camera and screen
Works with wireless and MagSafe charging pads (no magnets in case)
Works with 5G, 4G and all other standard networks
DROP+ | 4X as many drops as military standard (MIL-STD-810G 516.6)
Pair with an OtterBox screen protector for total, 360-degree protection
Limited lifetime warranty supported by hassle-free customer service
WHAT'S IN THE BOX:
OtterBox Defender Series Case
Belt Clip Holster
COMPATIBILITY:
iPhone 14 Pro Max (Only - Not Compatible with iPhone 14/14 Pro/14 Plus)
WARRANTY:
OtterBox limited lifetime warranty (see website for details)
PACKAGING:
Non-Retail Packaging",meta_Cell_Phones_and_Accessories,Cell Phones & Accessories,"['Cell Phones & Accessories', 'Cases, Holsters & Sleeves', 'Basic Cases']",OtterBox,4.4,179.0,36.95
B0BTJ14QPZ,2023-01-31,Easter Day Coir Door Mat Outdoor Your Name Est Bunny Happy Absorbent 23×16Inch Low-Profile Indoor Floormats Muddy,"Feature:
PlDescription: Condition: 100% new Material: Polyester Shape :Rectangle Mat : 40 x 60cm Applicable Scope: Hallway ; Entrance ; Door ; Outdoor ; Living Room ; Lobby ; Kitchen. Slip Resistance: Waterproof ， Abrasive Resistance; Anti-Slip PVC Commodity Characteristics: Fabric feel soft and comfortable, flexible, static, anti-static. Can gentle hand wash. No odor, no harmful logistics. Wear-resistant and durable, washing fastness of 3 or more, never fade Package Include : 1x Bathroom Mat
Note:
Products need to folding to shipping, there will be folding marks,not quality issue ,Please rest assured that the use of mats,The size allow 0.5cm -1 cm error As a result of the production batch, the light intensity photography effect will have the color difference",meta_Home_and_Kitchen,Amazon Home,[],Generic,1.7,20.0,12.99
B0BWH28K5Y,2023-02-21,Miz Mooz Bartholomew Women's Heeled Sandal,"Strut around in style wearing the Bartholomew heeled sandals from Miz Mooz this summer. A smooth leather upper featuring thick crisscross straps that form a peep-toe and a just right block heel for some added height. These heeled sandals are a great addition to your brunch, dinner, or night out ensembles.",meta_Clothing_Shoes_and_Jewelry,AMAZON FASHION,"['Clothing, Shoes & Jewelry', 'Women', 'Shoes', 'Sandals', 'Heeled Sandals']",Miz Mooz,5.0,2.0,184.95
B0BS6NZPS8,2023-01-12,"K Cup Holder, Wall Mount Coffee Pods Holder, Fits Any Brand Coffee Capsules Storage Removable Stickers Countertop Under Cabinets Fridge Organizer Coffee Station Bar Accessories-10 Pcs white","This stylish and slim profile coffee capsule holder is designed to fit into any decor while providing an easy and efficient way to store, organize, and display all your favorite coffee capsules. With its simple installation process, this K cup storage rack can be easily mounted vertically or horizontally on any smooth surface, such as kitchen wall/cabinet door/refrigerator, etc. It's compatible with any brand coffee capsules like Nespresso, Green Mountain, Solimo, Starbucks, etc., helping you to save space and reach for the one you need quickly and effortlessly. Besides, This multi-functional and durable holder also makes a great gift for single-served coffee lovers for any occasion or event, adding some beauty to their kitchen.",meta_Home_and_Kitchen,Amazon Home,"['Home & Kitchen', 'Kitchen & Dining', 'Storage & Organization', 'Food Storage', 'Coffee Pod Holders', 'Pod Drawers']",Firefish,3.8,5.0,14.99
B0BY1TZFZJ,2023-03-10,Meooeck 24 Pairs Mexican Fiesta Eyeglasses Cinco De Mayo Paper Glasses Taco Cactus Pinata Photo Booth Prop Fiesta Mexican Decoration for Fiesta Party Costume Mexican Theme Party Supplies Carnival,"Features: Mexican paper glasses designs come in many fun patterns including avocado, cactus, taco, chili, sombrero, guitar, pinata, pepper, guitar, jalapeno, it is definitely a must have for party photo props decoration, helping you enrich your festive atmosphere. These Mexican festival glasses are made of quality thick cardstock, printed in high definition, bright colors, not easy to fade, no smell, comfortable to wear, can be decorated for many occasions and festivals, such as Mexican Fiesta, Cinco De Mayo, taco theme parties, baby shower, avocado party. Adds a cool and fun touch to a party! Specifications: Material: paperColor: please see the pirture detailsQuantity: 24 pairsSize: please see the pirture detailsPackage includes:  24 x Mexican fiesta eyeglassesNotes: Manual measurement, please allow slight errors on size. The color may exist a slight difference due to different screen displays.",meta_Toys_and_Games,AMAZON FASHION,"['Toys & Games', 'Party Supplies', 'Party Favors']",Meooeck,3.7,6.0,9.99
B0CBBXM2C3,2023-07-07,"SUNXRDX Sleep Headphones | Headband Headphones | Sweat Resistant Earphones, Sleeping Headphones with Thin Speaker Microphone Handsfree Best Gift Ideas for Women Men","Sleep Headphones | Headband Headphones | Sweat Resistant Earphones, Sleeping Headphones with Thin Speaker Microphone Handsfree Best Gift Ideas For Women Men",meta_Electronics,,"['Electronics', 'Headphones, Earbuds & Accessories', 'Headphones & Earbuds', 'Over-Ear Headphones']",SUNXRDX,4.7,84.0,15.18
B0C23H3TR7,2023-04-11,Cozyease Women's Tie Front Lettuce Trim Cover Up Crop Top Long Sleeve Bikini Cover Up,"Product Measurement:  Small: Bust: 33.1"", Cuff: 13.4"", Length: 14.6"", Shoulder: 13.8"", Sleeve Length: 25.2"" Medium: Bust: 34.6"", Cuff: 14.2"", Length: 15.0"", Shoulder: 14.2"", Sleeve Length: 25.6"" Large: Bust: 36.2"", Cuff: 15.0"", Length: 15.4"", Shoulder: 14.6"", Sleeve Length: 26.0""",meta_Clothing_Shoes_and_Jewelry,,"['Clothing, Shoes & Jewelry', 'Women', 'Clothing', 'Swimsuits & Cover Ups', 'Cover-Ups']",Cozyease,4.5,2.0,27.99
B0BTGMMDRV,2023-01-31,CoBak Kindle Paperwhite Case - All New PU Leather Smart Cover with Auto Sleep Wake Feature for Kindle Paperwhite 10th Generation 2018 Released,"Kindle Paperwhite 10th Generation Product Page:
https://www.amazon.com/All-new-Kindle-Paperwhite-Waterproof-Storage/dp/B07745PV5G/
How to identify your kindle device?
https://uk.amazonforum.com/help/identify-your-kindle-e-reader
Design:
Our high-quality PU leather cover was engineered to be the lightest and thinnest protective cover for your Kindle Paperwhite. A fusion of soft premium textured leather and an innovative form-fitted interior secures Kindle Paperwhite without any hinges or straps.
Material:
High-quality PU leather
Compatible with:
Kindle Paperwhite 10 generation released in Nov 2018, Model PQ94WIF  ▲ For Kindle 10th generation released in April 2019, please visit: https://www.amazon.com/dp/B07Q3KKHHF ▲ For paperwhite case of older version, please visit: https://www.amazon.com/dp/B07FTQSNJF
Dimensions:
6.75 x 4.75 x 0.4 inchs
Color:
Rose Gold
What's in the Box?
1x CoBak Case for Kindle 10th Generation
Warranty:
12-Month Money Back Guarantee Lifetime Replacement Warranty",meta_Electronics,Cell Phones & Accessories,"['Electronics', 'eBook Readers & Accessories', 'Covers']",CoBak,5.0,1.0,
B0C6W73416,2023-06-01,"Hand-Sewn Mexican Dog Dress: Cotton Cambaya & Manta Blend - Authentic, Vibrant, and Comfortable Pet Apparel for Small to Medium Dogs, Made in Mexico (Pastel Prism, Medium)","Introducing our Traditional Mexican Cambaya Inspired Dog Dress, a vibrant celebration of color and culture designed for your furry friend. Hand-sewn with love in Mexico, our dresses bring a stylish flair to your pet's wardrobe, whether for everyday wear or special occasions. Our Cambaya dog dress showcases the beautiful, geometric patterns typical of traditional Mexican Cambaya fabrics on the skirt. The top bodice is made from soft and breathable Manta cotton, providing an excellent blend of comfort and style. Designed and crafted in Mexico, this versatile pet apparel fits small to medium-sized dogs, with easy-to-use fastenings for a secure and comfortable fit. The bright, colorful design ensures your pet will stand out, while the robust stitching reflects our commitment to quality. Dressing up your dog not only makes them look adorable but also helps protect them from harsh weather conditions. Plus, you'll love the fun and compliments your pet will get when they strut down the street in this distinctive outfit. Your dog is a part of your family, and they deserve the very best. Treat your fur baby to this colorful, hand-sewn dog dress that is as unique as they are. This is more than just a dog dress; it's a vibrant piece of Mexican culture made with love and crafted to last. Please note: As with any pet accessory, always supervise your pet while wearing this dress. Not suitable for pets that may try to eat or chew on clothing.",meta_Sports_and_Outdoors,Pet Supplies,"['Sports & Outdoors', 'Fan Shop', 'Pet Gear', 'Pet Clothing', 'Pet Dresses']",Perrito Pueblo,5.0,1.0,27.99
B0C3M64Y52,2023-04-26,"Homhougo Queen Size Bed Frame, Velvet Queen Platform Bed Frame with Adjustable Headboard, Upholstered Bed Frame Queen, Wood Slats Support, No Box Spring Needed, Blue","This upholstered bed features a soft and comfortable headboard with adjustable height, allowing you to customize the bed to your preferred level of comfort. The headboard is made of high-quality materials, providing a sturdy and durable structure to support your back while you read or watch TV in bed. The bed frame is also upholstered with soft and durable fabric, providing a cozy and inviting atmosphere in your bedroom.",meta_Home_and_Kitchen,,"['Home & Kitchen', 'Furniture', 'Bedroom Furniture', 'Beds, Frames & Bases', 'Bed Frames']",Homhougo,3.0,1.0,
B0BZJYSNJW,2023-03-24,LEATHERCON Leather Belt for men - Genuine Leather Belt without buckle,"Introducing Leathercon premium men's leather belt without buckle. 100% genuine leather belts for men crafted from high-quality cow leather belt features a classic design with a smooth finish, adding a touch of elegance and sophistication to your look and both stylish and durable, ensuring long-lasting wear and timeless appeal. The sturdy construction mens leather belts strap is supple and flexible ensures that it will stay in place throughout the day, providing reliable support and comfort. The perfect accessory for those who want to customize their leather belt look with their own buckle. No buckle belts for men allows you to choose your own style and customize the look of your belt to match your outfit or personal preference. Simply add your own buckle to create a truly unique accessory. The no buckle belt is adjustable to fit a range of waist sizes, making it suitable for all men. Rich and stylish men’s belts leather colors that is easy to pair with any outfit, adds depth, warmth and dimension to your outfit, providing a classic look that never goes out of style. Whether you're dressing up for a special occasion or simply looking for a stylish way to complete your everyday outfit, this leather belt without buckle is the perfect choice. Invest in quality and style with our men's leather belt, and enjoy the freedom to personalize your look. Gift Leathercon leather belt to your loved ones, It can be perfect gift for Valentine’s Day, Father’s Day, Teachers' Day, Thanksgiving, Christmas, Birthday or almost any other occasion. Providing customer satisfaction from our products is our top priority. If you are not 100% satisfied, please reach out to us so that we can make it up to you. 30 days money-back guarantee.",meta_Amazon_Fashion,AMAZON FASHION,[],LEATHERCON,4.2,20.0,10.79
B0BZ5CZ35W,2023-03-21,Disney Boys' Toddler Mickey Mouse Potty Training Pants Multipack,"Are you nervous to start the potty training process with your toddler? Be prepared with these potty training pants brought to you by Handcraft MFG. Handcraft has been around for 70+ years and is the lead manufacturer of children's underwear and has everything you need enclosed to help with the transition including a potty training goal Chart and success tracking stickers. For additional Resources, please visit pottygenius for tips and tricks from medical professionals and bloggers. Toddler Boys Mickey Mouse Potty Training Pants is a wonderul way to potty train your little one! The waist and leg bindings are self fabric for a comfy fit. Made of 100% combed cotton and tagless for extra comfort. These padded training pants provide coverage for minor accidents. Help your child make the transition to underwear.",meta_Baby_Products,AMAZON FASHION,"['Baby Products', 'Potty Training', 'Training Pants']",Disney,4.7,3691.0,18.48
B0C2HS59SB,2023-04-14,Globular Cluster CPQ2 Cooling Pad Interface Kit for Meta Quest 2 - Keep Cool in VR - Hot/Sweat/Stuffiness Fix,"We, a team of VR enthusiasm/gamers/engineers, suffered from the VR Hot/Sweat/Stuffiness problem for a long time, we tried many different solutions including fans, and spent a lot of time and energy and finally managed to develop this product",meta_Video_Games,,"['Video Games', 'PC', 'Virtual Reality', 'Headsets']",Globular Cluster,3.9,5.0,39.99
B0BTNNK8NX,2023-02-02,"AARONIE Cubs Gifts for Men, 72×72 Custom Chicago Shower Curtains for Bathroom, Personalized Cubs Baseball Shower Curtain Set with 12 Hooks, Cubs Flag Banner Tapestry Wall Art Room Decor","★Custom Shower Curtain : personalized YOUR NAME and NUMBERS . Officials team names colors typefaces and city name sublimated graphics on the front ★Delivery time : 2 - 3 weeks. ★Waterproof material，72x72 inches ★HD orignial image printing, more colorful ★Easy to hang，Machine wash cold, Do not iron",meta_Home_and_Kitchen,Amazon Home,"['Home & Kitchen', 'Bath', 'Bathroom Accessories', 'Shower Curtains, Hooks & Liners', 'Shower Curtain Sets']",AARONIE,4.7,7.0,
B0C6XN5LTX,2023-06-02,New Balance Unisex-Child 888 V1 Running Shoe,Be comfortable. Be classic. Be bold. Be it all and more in the 888. Cool varsity colors and fast reflective details help you stand out while the ABZORB technology in the heel cushions your feet during endless play.,meta_Clothing_Shoes_and_Jewelry,AMAZON FASHION,"['Clothing, Shoes & Jewelry', 'Girls', 'Shoes', 'Athletic', 'Running']",New Balance,5.0,3.0,
B0BRYLG1H4,2023-01-09,"Air Wick Essential Mist Diffuser Oil Refills Variety Pack, Set of 5 Fragrance Mist Refills, Lavender, Vanilla, Lemon, Sweet Fruit, Hibiscus",Discover the more natural and premium fragrance infused with natural essential oils diffused by mist with Air Wick Essential Mist diffuser. It transforms fragrance infused with natural essential oils into a gentle mist that surrounds your home,meta_Health_and_Household,Health & Personal Care,"['Health & Household', 'Health Care', 'Alternative Medicine', 'Aromatherapy', 'Carrier & Essential Oils', 'Essential Oil Sets']",Air Wick,4.6,109.0,23.99
B0BYPPNDKJ,2023-03-16,"FOCO NFL Unisex-Adult NFL Team Logo Holiday 20"" Premium Ligh Up Nutcracker","There is no better way that to find your fan hood, than with the extensive line of FOCO officially licensed product. Find all your favorite teams in our ever-expanding offering of gear.",meta_Home_and_Kitchen,Sports & Outdoors,"['Home & Kitchen', 'Seasonal Décor', 'Nutcrackers']",FOCO,4.5,4.0,29.99
B0BS524KL1,2023-01-12,"925 Sterling Silver Hawaiian Manta Ray Opal Koa Wood Larimar Gemstone Dangle Hook Earrings, Nickle Free Hypoallergenic for Sensitive Skin, Gift Box Included","ABOUT US  Based in Honolulu, Hawaii, Aloha Jewelry Co. strives to adorn the world with aloha and island-inspired designs. Backed by over 40 years of experience in fine jewelry wholesale and manufacturing, each piece is hand-selected for enduring quality, tropical elegance, and everyday durability.  As an online retailer, we have the privilege of sharing aloha, the ultimate token of love in the Hawaiian culture and lifestyle, with local, national, and global clientele. At Aloha Jewelry Co., we are inspired by natural beauty and timeless charm, bringing you a piece of paradise, no matter where you call home.
CARING FOR YOUR JEWELRY:  Silver should not come into contact with harsh household chemicals such as bleach, ammonia, or chlorine. To avoid scratches, store silver in a lined jewelry box or pouch, as it is prone to tarnish as it naturally reacts with sulfur or hydrogen sulfide in the air. Cleaning and wearing silver jewelry regularly will prevent this and help maintain its shine. Immediately upon noticing any discoloration, use a gentle polish made specifically for removing tarnish.",meta_Clothing_Shoes_and_Jewelry,AMAZON FASHION,"['Clothing, Shoes & Jewelry', 'Women', 'Jewelry', 'Earrings', 'Drop & Dangle']",Aloha Jewelry Company,4.2,9.0,67.99
B008G2UADG,2023-01-12,Brock Replacement Driver and Passenger Fog Lights Lamps Compatible with 05-07 Odyssey Van 33951-SHJ-A01 33901-SHJ-A01,"Product description
Driver and Passenger Fog LightsFeatures - SAE StampedFITMENTAftermarket Replacement Part Compatible with: Odyssey 2005 2006 2007QualityThese are new aftermarket parts, not remanufactured or rebuilt. They are manufactured to align with Original Equipment (OE) specifications and act as a direct for the factory part, not as an upgrade or improvement. They will fit and function as the original factory part did.See Seller details for available warranty, return policy and more.
Manufacturer Contact Information
Please contact seller direct for warranty claims.",meta_Automotive,Automotive,"['Automotive', 'Lights & Lighting Accessories', 'Lighting Assemblies & Accessories', 'Driving, Fog & Spot Lights']",AUTOANDART,5.0,2.0,
B0BWNRYKJK,2023-03-01,SIX (CD-DIGIPAK),"EXTREME return in 2023 with their brand new studio album 'SIX'. The multi-million selling hard rockers present 12 tracks ranging from funk-tinged bangers to soaring ballads as only EXTREME can deliver. Spearheaded by the songwriting team of vocalist Gary Cherone and guitarist Nuno Bettencourt (who blessed the world with chart toppers like “More Than Words” and “Hole Hearted”), 'SIX' is an essential addition to EXTREME’s discography. The album opener and first single “RISE” will immediately fire up legions of anxious fans with its signature riff. Elsewhere, “OTHER SIDE OF THE RAINBOW” showcases EXTREME’s gift for passionate acoustic magic. EXTREME are back with 'SIX' – everything the fans have been waiting for.",meta_CDs_and_Vinyl,Digital Music,"['CDs & Vinyl', 'Christian & Gospel', 'Hard Rock & Metal']",Extreme   Format: Audio CD,4.7,693.0,17.52
B0CL2GRMP3,2023-07-27,"Micger Galaxy Note 10 Plus Screen Protector, 2 Pack Camera Lens Protector, Compatible Fingerprint, Easy Installation, 3D Glass 9H Hardness Tempered Glass Screen Protector for Samsung Galaxy Note 10+ Plus【2+2 Pack】","▲Fit for: Galaxy Note 10 Plus Screen Protector 2+2Pack    ▲Why can't I use my fingerprint?  ① Use an incorrect installation method and fail to follow our instructions or video prompts. ② When installing the protector, the fingerprint position is not tight. ③The mask was dusty after being removed, and it was not cleaned or installed in time.  ▲Choose 2 places, the touch will be more sensitive 『step Ⅰ :  Settings→Accessibility→Interaction and dexterity→Touch and hold delay (open--0.5 seconds)  『Step Ⅱ: Settings→Display→Touch Sensitivity (on)  ▲* Note * Fast and easy installation - no bubbles.  ① The product packaging has our professional installation video. ② Please watch the installation video before installation, because it requires some simple skills to install perfectly.  ③ Please install the screen protector in a windless and dust-free environment. ④ Use the provided damp cloth and dry cloth to clean and dry the screen.  ⑤ Tightly squeeze the edge of the film for about 30-40s to prevent the edge from lifting. (IMPORTANTLY) ⑥ After installation, please delete the original fingerprint of the phone and record the fingerprint again. ⑦ If you have any questions, please contact Micger after-sales service in time, and you will get a quick answer.
▲Package includes:
❶Screen protector x2
❷Camera lens protective film x2
❸Dry Wipe x2
❹Wet Wipe x2
❺Dusf-absorber x2",meta_Cell_Phones_and_Accessories,,"['Cell Phones & Accessories', 'Accessories', 'Maintenance, Upkeep & Repairs', 'Screen Protectors']",Micger,4.7,202.0,
B0BW8R4GXN,2023-02-20,"2 inch Standard Tagging Gun Fasteners - Price Tags, Plastic Label Standard Tagging Barbs, for Garment Clothing and Retail, Office, Boutique Supplies","Our 2 inch tagging gun fasteners is suitable for all size of standard tagging guns,and fasten the items and labels.
Excellent value for money: suitable for standard marking guns.
Specifications:
Material: Plastic
Size: 2 inch/5cm
Quantity: 5000pcs",meta_Office_Products,Office Products,"['Office Products', 'Office & School Supplies', 'Tape, Adhesives & Fasteners', 'Tag Attacher Guns']",ROEQE,4.5,18.0,7.99
B0BVG56BVZ,2023-03-17,"SUJAYU Workout Gloves for Women, Gym Gloves for Women Gym Gloves for Working Out, Workout Gloves Women Fitness Gloves Hand Out Gloves","SUJAYU Professional Workout Gloves / Guantes Para Gym Hombre
Full palm protection from calluses and blisters.
Comfy and skin-friendly materials, breathable and lightweight, improve your exercise experience.
Durable, not easy to be damaged, ensure precise support.
Easy to put on and take off.
Tips of Cleaning
1. Preferred hand wash with water temperature under 40℃, or soft machine wash.
2. Better to put the gloves into the laundry bag in wash machine to reduce deformation.
3. Natural dry, no ironing, do not use detergent and bleach.
Sizes
S : 6 - 7 inch
M : 7 - 8 inch
L :  8 - 9 inch
Size Selection Guidance (as picture show)
1. Measure the circumference of your palm.
2. Compare your size of hand with the data of Gloves.
3. Choose the nearest size.
Notice
This glove is NOT for heavy weight training.
We suggest you to use our other products with extra wrist bands for heavy training, in order to enhance wrist protection.",meta_Sports_and_Outdoors,Sports & Outdoors,"['Sports & Outdoors', 'Exercise & Fitness', 'Accessories', 'Gloves']",SUJAYU,4.1,31.0,5.99
B088LS7FQG,2023-06-29,Men's Star Wars 1977 Time Warp T-Shirt,"Travel back in time to 1977 for the original theatrical release of your favorite space opera with the Star Wars 1977 Time Warp Cream T-Shirt. This cream shirt features a distressed print of a X-Wing starfighter and reads ""Star Wars 1977"" in distressed black and shades of orange.",meta_Clothing_Shoes_and_Jewelry,AMAZON FASHION,"['Clothing, Shoes & Jewelry', 'Novelty & More', 'Clothing', 'Novelty', 'Men', 'Shirts', 'T-Shirts']",Fifth Sun,3.8,8.0,
B077M4JKS8,2023-03-27,925 Sterling Silver Screw Top Ash Holder Pendant Charm Necklace Fine Jewelry For Women Gifts For Her,"ICECARATS DESIGNER JEWELRY 925 STERLING SILVER SCREW TOP ASH HOLDER PENDANT CHARM NECKLACEMaterial Purity : 925Finish : PolishedLength : 39 mmPlating : RhodiumCharm/Element Length : 30 mmCharm/Element Thickness : 8 mmCharm/Element Width : 21 mmFeature : OpensMaterial : Sterling SilverItem Weight U/M : gmWidth : 21 mmProduct Type : JewelryJewelry Type : Pendants & CharmsSold By Unit : EachPendant/Charm Type : Ash HolderTexture : Diamond-cutBail Width : 1.5 mmMaterial Color : WhiteBail Length : 9 mmFeature 2 : ReversibleFeature 3 : 3DOUR MISSION & BELIEFSOur mission at IceCarats is to celebrate our customers and enhance their lives journey, honoring life's memorable occasions and enhancing the beauty of everyday through our extensive collection of quality jewelry.THE ICECARATS STORY - CRAFTSMANSHIP...QUALITY...VALUEJewelry is our passion - IceCarats is devoted to craftsmanship, quality, and value. Each piece hand stamped for authenticityMADE WITH LOVE FROM US TO YOU - QUALITY WITHOUT COMPROMISEWhen you purchase jewelry from the IceCarats collection, you buy with confidence - Lifetime Warranty and 30-Day Returns .ELEGANT GIFT PACKAGING - JUST ANOTHER REASON TO SAY YES!Receive Elegant Gift Packing On Every Order with IceCarats!",meta_Clothing_Shoes_and_Jewelry,AMAZON FASHION,"['Clothing, Shoes & Jewelry', 'Women', 'Jewelry', 'Necklaces', 'Pendant Necklaces']",ICE CARATS,4.9,19.0,114.45
B00CBEWGO6,2023-01-18,Carhartt Men's Big & Tall Sweater Knit Quarter Zip,"Constructed in 95-ounce, 100-percent cotton flat-back rib-knit fabric, the carhartt sweater knit quarter zip shirt is soft and smooth on the inside yet feels like a sweater on the outside the rib-knit quarter-zip collar and cuffs add comfort, and the elbow patches enhance durability wear it on its own, or as a layer over or under another garment",meta_Clothing_Shoes_and_Jewelry,AMAZON FASHION,"['Clothing, Shoes & Jewelry', 'Men', 'Clothing', 'Active']",Carhartt,4.7,229.0,
B0C9ZK2T2Y,2023-07-03,"1 Pair EVA-Foam Aquatic Dumbbell, Aquatic Exercise Dumbbells, Water Dumbbells Water Aerobics Workouts, Aqua Therapy, Pool Fitness, Water Exercise","Features
:
✨✨The dumbbell will not absorb water or chip, and super fast dry.
✨✨Strength your upper body as well as your lower back for a total fitness workout.
✨✨Made from EVA foam, the dumbbell is lightweight and durable.
✨✨The length of the dumbbell 27cm and the width is 15cm.
✨✨It is very suitable for swimming pool, spa, fitness exercises, water aerobics, etc.
Product Description:
✨✨
Material
: EVA
✨✨
Color
: as the picture shows, (Due to the difference between different monitors, the picture may have slight color difference. )
✨✨
Package weight
: 240g
✨✨
Package size
: 30x27.5x15cm,(Please allow 1-3mm error due to manual measurement. )",meta_Sports_and_Outdoors,,"['Sports & Outdoors', 'Exercise & Fitness', 'Accessories', 'Aquatic Fitness Equipment']",Generic,4.0,1.0,
B08TBN37QG,2023-03-07,Sara-u DPDT Momentary On(On) Foot Switch Guitar Effects Pedal Metal Stomp Box,"Specifications: DPDT momentary type On(On) switch Commonly used in music applications Overall Height: 37mm/1.46"" Pins: 6 Ratings: 3A 250V AC, 4A 30V DC Quantity: 1 Pc Note: Please allow 1-3mm error due to manual measurement. pls make sure you do not mind before you bid Due to the difference between different monitors, the picture may not reflect the actual color of the item. Thank you No Retail Package Package Includes: 1 x Foot Switch",meta_Musical_Instruments,Tools & Home Improvement,"['Musical Instruments', 'Instrument Accessories', 'Guitar & Bass Accessories', 'Amplifier Accessories', 'Footswitches & Controllers']",sara-u,4.5,2.0,7.99
B0BXHV6DJX,2023-03-04,TPO 45 Degree Rail Mount 4 Slots Picatinny Weaver Offset Side Rail for Mounting Laser/Mini Red Dot/Flashlight,"This Offset Mount is designed specifically for 1 inch (25.4mm) flashlights & lasers. Mounts to virtually any Picatinny or Weaver style rail with the easy-to-use thumb nut. Mounts flashlight or laser at a 45 degree offset. Features: 6061 aircraft grade aluminum. Rugged design can withstand heavy use. Easily and securely mounts to Picatinny/Weaver rail. Once installed, it will not budge. Will hold any 1"" tube flashlight or laser with at least 1.25"" of exposed tube body. Lightweight, low-profile design.",meta_Sports_and_Outdoors,Sports & Outdoors,"['Sports & Outdoors', 'Sports', 'Airsoft', 'Sights & Optics', 'Gun Scope Mounts']",TPO,4.5,20.0,7.99
B00PA831CG,2023-01-12,Brock Replacement Driver and Passenger Power Side View Mirrors Textured Compatible with 05-11 Tacoma Pickup Truck 87940-04180 87910-04170,"Product description
Driver and Passenger Power Side-View Mirrors(IMPORTANT): The mirror FEATURES must be an exact match with your original factory mirror in order to install and operate correctly.FEATURES - Power - with Textured Finish - with Mirror Glass - with HousingFITMENTAftermarket Replacement Part Compatible with: Tacoma Pickup Truck 2005 2006 2007 2008 2009 2010 2011
Manufacturer Contact Information
Please contact seller direct for warranty claims.",meta_Automotive,Automotive,[],AUTOANDART,3.6,11.0,67.1
B0BPXK229J,2023-01-03,"Voglife 4396841 EDR3RXD1 Replacement, Compatible with 4396710, P2RFWG2,46-9083,9030 (3Pack)","Voglife —— Voglife is committed to becoming a seller who has better service and quality.
Our products are designed to meet customer needs. If you have any questions about the product, please contact us immediately, we will provide you with the best service and the most satisfactory solution.",meta_Appliances,Appliances,"['Appliances', 'Parts & Accessories', 'Refrigerator Parts & Accessories', 'Water Filters']",Voglife,3.5,6.0,
